feature,importance
total_spent,0.20060604139656302
account_age_days,0.19784625781686446
recency_at_cutoff,0.15542720084162404
total_trips,0.11004524173053813
avg_rating_given,0.10861299324134945
session_conversion_rate,0.07891624918860489
prior_trips,0.06603008938306312
city_Nairobi,0.02189517283727156
city_Cairo,0.020364573314295652
loyalty_status_Bronze,0.016252452965413267
loyalty_status_Silver,0.01482960298435402
loyalty_status_Gold,0.009174124300058413
